type,hidden,occ.year.fact,occ.month,rep.delay,rep.year.fact,rep.month,settlement.year,open_obs1,open_obs2,open_obs3,open_obs4,open_obs5,open_obs6,open_obs7,open_obs8,open_obs9,settlement_obs1,settlement_obs2,settlement_obs3,settlement_obs4,settlement_obs5,settlement_obs6,settlement_obs7,settlement_obs8,settlement_obs9,size_obs1,size_obs2,size_obs3,size_obs4,size_obs5,size_obs6,size_obs7,size_obs8,size_obs9
T3,M,2018,10,0.0,9,10,2022,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,27.904798731791136,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.0,9,10,2022,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,124.26862784503018,0.0,1679.631090576255,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.0,9,1,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.0,9,10,2023,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,824.8566347912794,0.0,386.4540254285223,1881.277116321976,0.0,0.0,0.0,0.0,0.0
T3,M,2018,11,0.0,9,10,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.0,9,1,2022,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,95.02079816171248,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,1,0.0,9,1,2023,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,841.2638520427327,181.9516539412156,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.0,9,1,2025,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,254.87330176462697,0.0,0.0,0.0,0.0,554.8237192748929,0.0,0.0,0.0
T3,M,2018,10,0.0,9,2,2025,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,132.4321583442078,0.0,343.45311634551405,264.0872867856437,0.0,227.6417558773145,0.0,0.0,0.0
T3,M,2018,10,0.0,9,1,2025,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1026.2379304332485,369.501909019841,0.0,2320.2765194752483,0.0,0.0,0.0
T3,L,2018,10,0.0,9,1,2023,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,643.3950542204378,0.0,0.0,855.9559483017657,0.0,0.0,0.0,0.0,0.0
T3,M,2018,1,0.0,9,3,2028,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,157.3387928418491,0.0,2382.455114904919,1210.229019636688,520.5597140875121,1154.2010799286184,409.848985945419,8948.998389910355,2013.5711559107924
T3,M,2018,10,0.0,9,10,2022,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,2031.2601371464748,0.0,0.0,0.0,0.0,0.0,0.0
T3,L,2018,3,0.1666666666666666,9,8,2028,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,227.8821719696466,0.0,115.05221438359573,166.53664308064316,0.0,1054.5980962282888,506.3057190696073,1217.346598866293,427.0594182296877
T3,M,2018,10,0.0,9,3,2026,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,87.50893572403878,0.0,945.5535254057418,0.0,0.0,0.0,1722.1505939768851,0.0,0.0
T3,M,2018,10,0.0,9,8,2025,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,637.0626700396695,0.0,76.13131771925221,0.0,358.068217568629,1191.892478410739,0.0,0.0,0.0
T3,M,2018,2,0.0,9,4,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,182.4873768965089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2020,10,0.0,9,10,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.0,9,1,2023,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,581.1727533754893,0.0,412.2926040118306,581.945377148657,0.0,0.0,0.0,0.0,0.0
T3,L,2018,10,0.0,9,2,2027,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,839.492951784749,0.0,123.20448032327708,1036.4858947341763,68.41943461978262,1082.4592943440462,0.0,210.44077872527237,0.0
T3,M,2018,10,0.0,9,1,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,786.5017075907223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,3,0.0,9,1,2027,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8.471236329057058,0.0,996.5604167151644,25.943768231941224,1574.8518365786856,1088.3040131491168,1586.17403424188,3741.888219203316,0.0
T3,M,2018,10,0.0,9,1,2024,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1909.9763219825977,0.0,0.0,0.0,1833.3154829603843,0.0,0.0,0.0,0.0
T3,M,2018,11,0.0,9,4,2024,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,831.7744867679376,0.0,435.2855078932813,1525.459402662102,384.255227765395,0.0,0.0,0.0,0.0
T3,M,2018,10,0.0,9,5,2023,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,30.05877439757636,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.0,9,1,2025,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,442.0445946133365,0.0,1842.358756662953,0.0,1088.0928363156277,1752.174659478955,0.0,0.0,0.0
T3,M,2018,10,0.0,9,10,2024,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,238.62328167856808,0.0,139.58563124348504,0.0,450.5005056544901,0.0,0.0,0.0,0.0
T3,M,2018,10,0.0,9,1,2026,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1006.8461141883176,0.0,109.15231057166892,553.6311361822351,879.6911831918162,18.558612452273795,474.0701965411134,0.0,0.0
T3,M,2018,10,0.0,9,1,2027,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,136.525496158462,1103.6176195780822,690.8400976337068,220.69702021074164,0.0,11510.408604660204,0.0
T3,M,2018,10,0.0,9,1,2023,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,116.95993515321284,0.0,1062.3246390708414,1002.202699738356,0.0,0.0,0.0,0.0,0.0
T3,M,2018,3,0.0,9,8,2027,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,372.7120232201099,447.2351023297944,55.42825463896242,956.7120717713908,194.43803016362347,510.3101990042189,1333.6019726586865,343.9902299144412,0.0
T3,M,2020,10,0.0,9,11,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,38.42665341430748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.0,9,1,2024,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,115.01574477973078,613.1132901459832,0.0,0.0,0.0,0.0
T3,M,2020,10,0.0,9,10,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,86.56980714572657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.0,9,2,2025,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,848.8640100624649,0.0,997.7522522739524,0.0,0.0,0.0
T3,M,2018,10,0.0,9,1,2023,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,50.06550200660804,0.0,0.0,0.0,0.0,0.0
T3,H,2018,3,0.0,9,2,2027,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,473.188500804035,0.0,459.1247923012029,1041.3613865833886,2034.3681799063745,0.0,651.7380210258015,165.4943915454578,0.0
T3,H,2018,10,0.0,9,1,2027,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,571.8762764198445,0.0,598.967959446918,408.6498723559649,0.0,0.0,0.0,7960.472184129925,0.0
T3,M,2018,10,0.0,9,3,2023,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,12.116266826017206,109.18878709054874,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,1,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,1662.7013386391066,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,H,2018,1,0.1666666666666666,9,4,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,534.0716024376045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,1,2022,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,1787.883192832379,22.21622960352728,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,3,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,9,0.1666666666666666,9,1,2028,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,469.1193334613511,0.0,0.0,0.0,0.0,0.0,0.0,3667.367827060879
T3,M,2018,10,0.1666666666666666,9,3,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,10,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,81.58966259739825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,2,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2020,10,0.1666666666666666,9,7,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,160.1845252064559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,1,2023,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,103.85217245109725,0.0,0.0,0.0,0.0,0.0
T3,M,2018,3,0.1666666666666666,9,2,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,331.76447970058746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,1,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,2,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,881.9363500831014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,3,0.1666666666666666,9,10,2022,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,1271.264086031967,1084.674252962687,0.0,0.0,0.0,0.0,0.0,0.0
T1,M,2020,10,0.1666666666666666,9,6,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,H,2018,2,0.1666666666666666,9,2,2023,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,518.3022006337476,605.8041886098614,63.664715261255374,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,3,2022,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3171.7583425727257,0.0,0.0,0.0,0.0,0.0,0.0
T3,H,2018,10,0.1666666666666666,9,11,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,359.8235931214629,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,1,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,1,2023,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,419.367199752414,108.1582185177814,748.1464603052459,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,10,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,2,0.1666666666666666,9,5,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,322.20365600443427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,11,0.1666666666666666,9,1,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,3,0.1666666666666666,9,8,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,635.3454883220832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,3,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,L,2020,10,0.1666666666666666,9,11,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,11,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,L,2018,10,0.1666666666666666,9,1,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,267.6969523109703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,1,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,1,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,1,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,11,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,10,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,3,0.1666666666666666,9,8,2022,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,551.8032444974017,12.8551840399736,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,2,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,1137.5531378081066,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,3,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,1,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,1790.7199617369702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,2,0.1666666666666666,9,8,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,28.12676662181085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,3,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,468.7613885086523,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,2,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,772.3500764826715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,1,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,129.04103926776608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,1,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,1028.305273329596,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,1,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,10,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,H,2018,3,0.1666666666666666,9,6,2027,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,912.88986699237,1248.337835982855,168.8274532904592,0.0,0.0,0.0,693.9989402200234,0.0
T3,M,2018,10,0.1666666666666666,9,1,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,L,2018,11,0.1666666666666666,9,3,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,233.95040652630556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,2,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,316.4256940130869,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,H,2018,2,0.1666666666666666,9,8,2022,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,133.66948363650727,2581.2422749155926,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,1,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,1,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,1,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,42.69330362354098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,L,2018,10,0.1666666666666666,9,3,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,3,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,76.8169331190584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,1,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,1,0.1666666666666666,9,10,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,11,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,1341.409530250884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,H,2018,10,0.0,9,1,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,L,2018,10,0.1666666666666666,9,10,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,735.179359360692,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,10,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,2,0.1666666666666666,9,2,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.1666666666666666,9,10,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,196.90020826038827,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,2,0.1666666666666666,9,8,2023,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,503.20911716051,0.0,2608.13978520278,0.0,0.0,0.0,0.0,0.0
T3,M,2020,10,0.1666666666666666,9,1,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T3,M,2018,10,0.0,9,2,2027,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,261.69383675765806,0.0,2048.1798939640294,0.0,0.0,0.0,0.0,670.7108700366954,0.0
T3,M,2018,10,0.0,9,2,2027,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,884.6306341243969,0.0,636.6503389812244,224.5024550422226,1709.5964721116068,154.04069422148842,1560.2284233145444,316.47986958196583,0.0
T3,M,2018,2,0.0,9,10,2025,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,92.02805882837458,0.0,600.8474076936568,371.180916956473,0.0,587.8387199191295,0.0,0.0,0.0
