type,hidden,occ.year.fact,occ.month,rep.delay,rep.year.fact,rep.month,settlement.year,open_obs1,open_obs2,open_obs3,open_obs4,open_obs5,open_obs6,open_obs7,open_obs8,open_obs9,settlement_obs1,settlement_obs2,settlement_obs3,settlement_obs4,settlement_obs5,settlement_obs6,settlement_obs7,settlement_obs8,settlement_obs9,size_obs1,size_obs2,size_obs3,size_obs4,size_obs5,size_obs6,size_obs7,size_obs8,size_obs9
T3,L,2013,11,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,11.520809941809146,196.876513402172,532.8124465518991,356.73790196618927,1832.9463820385636,1736.7435110305237,3749.415750642774,0.0,0.0
T2,L,2013,11,0.1666666666666666,2,12,2017,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,723.1575341794938,263.5932585547944,1310.103063648232,1256.8726141153984,664.8259482659571,0.0,0.0,0.0,0.0
T2,L,2015,12,0.1666666666666666,4,12,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,320.7251221773776,329.1231277305547,0.0,832.4401023610845,2003.8380779159345,1150.1660714421123,0.0,0.0,0.0
T3,L,2013,11,0.1666666666666666,2,12,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2536.7976934043536,173.2429120467169,448.54764256856186,590.0090576945383,49.87722779646224,326.6355630117749,302.42450760821833,0.0,1965.4156703257188
T3,L,2013,12,0.1666666666666666,2,12,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1105.8998747768842,296.93128855920247,0.0,333.17675545661336,397.52328084455553,974.2943040558456,975.0508185911294,0.0,1527.3755895034635
T3,L,2013,11,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,184.60761633063728,959.6711858361512,170.59711280373202,797.0354502686348,31.76375706881347,300.36941374528766,2511.846196795404,0.0,0.0
T1,L,2012,12,0.1666666666666666,1,12,2017,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,225.18088753473825,1342.3825065232672,0.0,71.65397674181676,604.4232086450611,503.4472095854886,0.0,0.0,0.0
T3,L,2013,12,0.0833333333333333,2,12,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,491.1837193140509,229.17845575813053,0.0,74.15266149447436,44.53327253256488,2239.077409745936,0.0,0.0,99.63484721457452
T3,L,2013,12,0.0833333333333333,2,12,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,98.22544983655662,310.66587374577574,0.0,919.072163582892,217.31130633603195,641.3882465029683,0.0,661.4211642962143,0.0
T3,L,2013,11,0.0833333333333333,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,63.45058295570233,78.98218488797792,0.0,388.42030778984895,1058.3000518367503,2808.298877171896,2496.1775612118067,0.0,0.0
T2,L,2013,11,0.1666666666666666,2,12,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,108.54860024466616,414.46188065650654,0.0,207.84710677424764,825.2444763578076,1271.8028307480206,0.0,0.0,813.363000149655
T3,L,2013,12,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,186.75225914184563,47.52834046220951,322.3418754537147,1965.6119012609088,4476.757958979083,688.5997009184174,466.37411842751374,0.0,0.0
T1,L,2012,12,0.0833333333333333,2,12,2018,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,885.8040153178142,397.8864177413503,0.0,906.383273896985,590.502590135252,2508.974671914805,0.0,0.0,0.0
T3,L,2013,11,0.1666666666666666,2,12,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,24.00554160213664,592.419038951702,100.1070831191009,863.220608944935,666.9016959350021,283.5147024818659,1373.7076021047803,0.0,259.9323356328832
T2,L,2020,12,0.1666666666666666,9,12,2024,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1332.720884884253,300.322331926988,0.0,0.0,295.2167740536072,0.0,0.0,0.0,0.0
T3,L,2013,11,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,75.64886739958801,399.8273632604098,145.26656903685895,465.76240399788855,1245.5676986978942,1099.9586322077491,834.4068389198478,0.0,0.0
T3,L,2013,12,0.1666666666666666,2,12,2018,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,431.63251703387846,449.215245059455,0.0,1051.7951267329995,2331.0533765625546,389.909233122038,0.0,0.0,0.0
T3,L,2014,11,0.1666666666666666,3,12,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,910.4617434671288,663.1390770031695,173.5516098824684,1260.0385621569017,394.4508063631603,543.0503251533263,1365.321292238107,0.0,0.0
T3,L,2011,12,0.0833333333333333,1,12,2020,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,805.7687512656422,179.49254336299276,0.0,31.65890601128348,814.3656115937961,169.50670522465353,0.0,0.0,1829.274761773842
T2,L,2016,11,0.1666666666666666,5,12,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,491.7590438908137,1038.6042382984108,0.0,225.46870649641076,654.3721745969358,289.0414765366202,0.0,0.0,0.0
T3,L,2013,11,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,184.2884580742468,311.2675157286715,2782.4738900195885,255.56270941440013,779.7495022793446,1065.453355106551,201.10978477654237,0.0,0.0
T3,L,2013,12,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,153.18699856700033,1908.3818918617571,635.4276217957636,2184.007302421491,704.566581960879,19.64193022893525,514.3127004736275,0.0,0.0
T3,L,2013,12,0.1666666666666666,2,12,2018,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,66.83106092262615,63.22105500275589,423.3621515756593,851.5239784685812,1855.7088286650423,272.405340651686,0.0,0.0,0.0
T1,L,2012,12,0.0833333333333333,1,12,2017,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1249.1051650755985,105.36769716682475,632.0681883376326,2680.946216657152,1441.913304314389,3193.0048075260893,0.0,0.0,0.0
T3,L,2013,11,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,67.52943133798937,872.342130521693,499.2148377353323,250.60575145728956,146.14289412646156,0.0,2133.653582872662,0.0,0.0
T3,L,2013,12,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,25.827144199011197,559.8217836626201,549.111799082825,147.38611598534018,71.94111730021568,485.8695988048558,84.545562316808,0.0,0.0
T3,L,2013,12,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,636.3333398027929,163.65559086086196,435.9752849663371,149.3532182794813,2420.93882383847,4681.372757036344,2785.0059417479983,0.0,0.0
T2,L,2013,12,0.0833333333333333,2,12,2018,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,732.0759521475887,17.02873661874041,1803.8868754164264,235.14760282464948,347.9725961382373,873.3564009014847,0.0,0.0,0.0
T3,L,2013,11,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,141.58793698679474,794.6680162098485,19.41018908814355,359.3678686486664,129.62376701662427,1145.299650691391,2195.6806351861665,0.0,0.0
T3,L,2019,12,0.1666666666666666,8,12,2027,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,459.32835873805647,671.8513877188657,0.0,983.4046065921568,905.2622310755572,2840.084707996568,1240.148262816679,0.0,191.76557253099853
T3,L,2013,12,0.1666666666666666,2,12,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,876.7067640161688,485.3658775854272,605.7884017910899,843.9546540248048,1571.322151712886,1619.8162738183996,0.0,0.0,1619.2009138529277
T1,L,2012,12,0.1666666666666666,1,12,2017,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1272.3186019131035,816.4684526962614,471.7317158583035,1304.8148379944153,668.8990216538865,1198.0123759184785,0.0,0.0,0.0
T3,L,2013,11,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1004.3384162710744,1840.0381335237787,80.34953745022823,48.636352363722494,767.7800877403741,618.4570284971398,262.1721460203343,0.0,0.0
T2,L,2013,11,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,595.1541545252347,451.351805081995,246.84258599198083,115.16707374485316,1484.0339259460736,66.43147475213968,903.0767534014002,0.0,0.0
T3,L,2013,12,0.0833333333333333,2,12,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,516.1242832384582,327.40272669650693,0.0,1040.3318564092085,197.03407028225487,233.0559752423306,0.0,0.0,1783.454307542845
T3,L,2013,12,0.0833333333333333,2,12,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,459.0690361905698,662.3075294971778,0.0,151.65345321745826,918.936672959938,636.6005500227002,631.0349743629439,0.0,2101.84376502936
T1,L,2012,11,0.1666666666666666,1,12,2017,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,771.0694638762076,377.4225258243172,106.70971627127832,54.74379723838314,1571.7527617592436,284.2241289645772,0.0,0.0,0.0
T3,L,2017,11,0.1666666666666666,6,12,2023,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,928.8083424969284,279.9177553965004,2742.2194102296826,1131.1099166764398,1081.1841445576947,1355.9244359685704,2184.7116567405333,0.0,0.0
T3,L,2013,12,0.1666666666666666,2,12,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,134.97465496534835,3044.3255997544584,457.1577750550466,474.7447214405264,846.904427732371,968.535162694634,1477.9467004200758,0.0,342.6051778415848
T3,L,2013,11,0.1666666666666666,2,12,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,291.6826616750205,273.7543058419197,143.6365107544594,1907.067277990964,249.18345090103867,0.0,474.83725818356805,0.0,1155.176084327945
T3,L,2012,12,0.0833333333333333,2,12,2018,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,210.92981443451552,1680.351697919135,0.0,19.06749277878107,4816.208667061797,1565.905549497726,0.0,0.0,0.0
T3,L,2013,12,0.0833333333333333,2,12,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1560.1623029666923,293.70288568072203,0.0,1013.8141109405788,1357.481200379643,539.4602101755436,0.0,0.0,1753.722311767223
T3,L,2013,12,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,667.5187341665235,905.7942010034948,262.6795715203744,184.24236314190685,2753.277917121506,596.241489402059,1865.616198148501,0.0,0.0
T3,L,2013,12,0.1666666666666666,2,12,2018,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,197.78107070686727,2248.238831515065,436.5152162298325,752.8316577473493,52.06711285051463,497.53765910809545,0.0,0.0,0.0
T3,L,2013,12,0.1666666666666666,2,12,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,445.5243260937632,264.78092017901,0.0,436.6580103232285,1291.8364066658712,2727.6780741001944,0.0,0.0,3240.8481139467444
T3,L,2013,12,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,328.44407314324343,819.0118266801342,0.0,31.05516389188214,0.0,926.0350477022768,431.2585291372741,0.0,0.0
T3,L,2013,12,0.1666666666666666,2,12,2018,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,181.10554831965,533.1880828321395,0.0,587.6698415924805,82.60294374632464,2479.4471172273948,0.0,0.0,0.0
T2,L,2013,11,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,256.4159710941093,286.7953027923735,137.20084675684322,911.6310709854012,528.2772901823595,237.99056029456756,2612.452804163981,0.0,0.0
T3,L,2013,11,0.1666666666666666,2,12,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,962.5204257240044,670.7318902373572,544.3021960199792,385.4468145390872,373.8386486265041,3962.3729817176586,2795.3810972453134,0.0,1260.7134144978602
T3,L,2013,12,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,25.95488514842058,1048.253280688944,0.0,608.671639122646,2394.803232833066,257.3203147478385,216.0633897360745,0.0,0.0
T3,L,2013,12,0.1666666666666666,2,12,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,121.72669790106109,31.993163176691155,0.0,901.777655820189,974.5005712699968,901.8077369978668,342.3796008680492,0.0,1565.1327254760738
T3,L,2013,12,0.1666666666666666,2,12,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,813.8043449028835,267.9656233937914,0.0,783.7410816986704,871.6647988293662,3255.5349917905546,222.659573698332,0.0,5000.0
T1,L,2012,11,0.1666666666666666,2,12,2017,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,775.756066784351,1328.075987491708,0.0,738.0187023284761,2423.9922380354315,0.0,0.0,0.0,0.0
T3,L,2013,11,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,36.76587746166416,614.6623076397622,1185.2907838299188,189.3325488641993,155.52713262339543,717.7526711577646,886.2922175459523,0.0,0.0
T3,L,2013,12,0.1666666666666666,2,12,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,525.6219889253633,166.0627630291708,0.0,1626.1989347851,1870.819619894293,1805.0895111119864,2581.561372159418,0.0,1949.1237137173248
T2,L,2013,11,0.1666666666666666,3,12,2022,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,170.4321818602515,245.79265248455408,1112.70649985564,0.0,81.58572707286699,1459.523325626752,454.9859101507187,0.0,2517.630395270698
T3,L,2013,11,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,193.30992513450505,160.73693486553287,793.601953595043,541.434211716559,2761.8391816071853,1439.2606939565003,3035.673124804453,0.0,0.0
T1,L,2012,12,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6.169005477966167,479.9919219894399,1973.14292777451,436.9910086424181,387.6578851980232,1262.3384276261695,162.56800835088998,0.0,0.0
T3,L,2013,11,0.1666666666666666,2,11,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,322.62134593319973,1178.7143616954404,293.16645347634966,15.171762200835923,211.67046828038508,545.0702665208054,2528.159977315402,0.0,2027.030058928316
T2,L,2014,12,0.1666666666666666,3,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,240.8661053979275,263.8046219916582,0.0,0.0,228.33199199979725,1192.6259794428497,0.0,0.0,0.0
T2,L,2013,11,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,223.3781117866734,586.7622813986076,750.9630676009934,86.20950023432997,1393.0359193040736,690.5637293795174,4582.256601860059,0.0,0.0
T3,L,2013,12,0.1666666666666666,2,12,2018,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,422.6910244778864,189.91027622736564,1837.421612586108,869.3259209509479,93.32531761590856,138.30211078193898,0.0,0.0,0.0
T3,L,2013,11,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,213.67015740551892,474.5037146416779,203.1799414611491,1142.2379389253754,43.32141197053942,2785.8095404473274,2653.8566241934045,0.0,0.0
T2,L,2013,11,0.0833333333333333,2,12,2018,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,144.30784102990484,547.8048993190333,850.5080197097382,1726.3962641315811,393.649081827264,1304.1280771119775,0.0,0.0,0.0
T3,L,2013,11,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,810.0686580726623,1007.6077730386924,487.5801680392676,2295.849838552185,1571.022329659355,661.0088953046981,636.1794023112734,0.0,0.0
T3,L,2013,11,0.1666666666666666,2,12,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,640.0368067760863,553.5002827557604,526.6378909005073,110.30124651103246,1577.1842697492475,36.38765797054583,818.4341177093688,0.0,1773.6480433294591
T3,L,2013,11,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,30.69407143128069,342.6999331480165,231.1683860175,265.0954877919075,54.48094085617321,214.34683087161872,769.0217072529177,0.0,0.0
T3,L,2013,11,0.1666666666666666,2,12,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,85.71615505607234,1549.36502446798,375.6278038027313,84.20611672268755,918.0039166473064,1571.801521156143,1688.0802783791569,0.0,999.1836850254303
T3,L,2011,12,0.1666666666666666,2,12,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,484.4086889708694,1555.4369752841678,0.0,350.12320389841994,161.14013008131184,615.1011418924695,0.0,0.0,2550.499712893594
T2,L,2014,11,0.1666666666666666,3,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,811.2823541908837,1338.2688030561835,0.0,550.8137933957519,1136.0437154713998,2541.660699132232,0.0,0.0,0.0
T2,L,2013,12,0.0833333333333333,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2164.286837467472,817.8772774973263,0.0,472.2936084281442,1034.934298072706,356.1999112149791,902.9224196354292,0.0,0.0
T3,L,2013,11,0.1666666666666666,2,12,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,523.3037952172054,320.408723471132,205.6315834696816,1156.2062917196383,664.0630771127563,3145.087109556332,894.4361317373534,0.0,199.5413039637638
T2,L,2013,12,0.0833333333333333,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,50.91407077066563,64.13268077095299,0.0,548.72704591837,0.0,0.0,568.8299967535017,0.0,0.0
T3,L,2013,11,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,182.2841977728175,175.91877491527868,405.8760891534724,320.6327127754182,1350.4243036514565,1581.2280051407035,696.5525990197169,0.0,0.0
T3,L,2013,12,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,154.54054466295426,963.847877847344,320.55365817926844,599.0460028153158,1145.2671360575118,995.449133226096,146.12419198313492,0.0,0.0
T3,L,2013,12,0.1666666666666666,2,12,2018,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,429.353342384472,315.2003279347525,0.0,809.0573662057494,258.3348836471125,100.41245852060447,0.0,0.0,0.0
T3,L,2013,11,0.1666666666666666,2,12,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,586.7761143905465,1644.8645867379737,437.649139842413,367.1119774478769,2174.4387612566666,1355.7172319972246,1265.163597478729,0.0,524.9765595755665
T3,L,2013,12,0.0833333333333333,2,12,2018,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,193.93667767230636,1678.9361824538514,0.0,560.2847206008165,1188.2012302845685,440.2766289054788,0.0,0.0,0.0
T2,H,2013,11,0.0833333333333333,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,215.75292051600644,253.1234582127801,0.0,591.600048038597,28.62353666958899,85.03862320867408,824.1216774865815,0.0,0.0
T3,L,2013,12,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,16.824268076056782,1390.8682439831468,0.0,1.0,462.2624515355996,777.2999879392634,1125.6740863205575,0.0,0.0
T2,L,2014,12,0.1666666666666666,3,12,2018,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1068.9433409943128,1667.104759388682,0.0,1375.3455026361032,2275.266622533541,0.0,0.0,0.0,0.0
T2,L,2013,12,0.1666666666666666,2,12,2018,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,121.1758807267174,1601.7955726771238,0.0,385.5355529458855,0.0,31.234637584771065,0.0,0.0,0.0
T3,L,2013,12,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,952.6075492433112,54.53932083032638,209.2019879706072,398.36037201391616,36.52904535312046,809.6471753289748,182.5072747477629,0.0,0.0
T3,L,2013,12,0.0833333333333333,2,12,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,260.8236497782534,861.3828060410859,1.0,1987.7145354231868,161.60319731546556,1906.8426116893545,0.0,0.0,2100.738683528462
T2,L,2014,11,0.1666666666666666,3,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1239.292737621636,1128.6359117028112,3480.846238376889,61.98715444006056,60.8633185441706,448.2859969669822,0.0,0.0,0.0
T3,L,2015,11,0.1666666666666666,4,11,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,500.3027808616607,324.4397607055331,570.5881609561312,2457.518242089732,711.352504957129,150.2396268425555,190.56654731657108,0.0,0.0
T3,L,2013,11,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,332.33132664401705,123.4334081674578,643.1099063613824,378.17221344091786,1154.9631135070704,5000.0,2123.2326109345163,0.0,0.0
T3,L,2013,11,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,47.602774990543,1563.8862617856876,417.254456931848,1228.5507167893488,1220.4889345103395,101.66569511688732,5000.0,0.0,0.0
T3,L,2011,12,0.1666666666666666,1,12,2017,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,124.71651371774227,167.15552830012027,2621.6597591676505,50.75751906899312,0.0,506.045042073874,0.0,0.0,0.0
T3,L,2013,12,0.1666666666666666,2,12,2018,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,113.38208248174216,122.31043690688324,241.46400018667137,3247.868082970835,607.4396394851929,336.5312666786936,0.0,0.0,0.0
T2,L,2013,11,0.1666666666666666,2,12,2018,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,86.13975421249188,21.76665338960424,0.0,237.10031571499093,1439.5479825653906,1981.7104010573344,0.0,0.0,0.0
T3,L,2013,12,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,681.5206798388612,20.26009724898688,1040.687535165723,573.7398452207023,881.9220453565138,657.2011806107231,147.57846562163587,0.0,0.0
T2,L,2013,11,0.1666666666666666,2,12,2019,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,628.2311708884465,922.6977952195938,0.0,231.58046441638237,1156.037647580348,2425.964839057304,1465.1338097832215,0.0,0.0
T3,L,2013,12,0.1666666666666666,2,12,2021,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,91.5072048097148,1023.3320517261276,0.0,66.85075629697519,6.041352048033516,124.72052639753662,0.0,0.0,3632.317139299092
T3,L,2019,12,0.1666666666666666,8,12,2025,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,689.4962000069913,1087.9205509199965,0.0,988.3473291649996,872.82317674468,433.38794551871416,1910.455385813052,0.0,0.0
T2,L,2013,12,0.1666666666666666,2,12,2018,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,337.648757419575,801.8628687323676,123.98703247200288,868.4014388183257,307.4089409544262,5000.0,0.0,0.0,0.0
T2,L,2012,11,0.1666666666666666,1,12,2017,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,374.4475732891863,178.44530059365698,0.0,186.6913878193586,314.29063217247943,354.6776496706879,0.0,0.0,0.0
T2,L,2013,11,0.1666666666666666,2,12,2018,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,968.6791263045365,2315.6901312067844,787.4311084626656,3016.1435960499384,3489.1209623921814,2493.6073623408347,0.0,0.0,0.0
T1,L,2012,12,0.0833333333333333,1,12,2017,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,36.09121932361777,779.297303887089,0.0,1972.0175178805064,1257.2607709166966,1126.726734499422,0.0,0.0,0.0
